ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
AFFX-TrpnX-3_at,3.07E-02,6.84E-03,-2.84,-3.222751,-4.03,,,
205315_s_at,3.07E-02,6.84E-03,2.84,-3.223046,4.57E-01,SNTB2,syntrophin beta 2,6645
219347_at,3.08E-02,6.86E-03,2.84,-3.224668,3.29E-01,NUDT15,nudix hydrolase 15,55270
217896_s_at,3.08E-02,6.86E-03,2.84,-3.224804,2.19E-01,FAM192A,family with sequence similarity 192 member A,80011
206689_x_at,3.08E-02,6.86E-03,2.84,-3.225451,3.14E-01,KAT5,lysine acetyltransferase 5,10524
218599_at,3.09E-02,6.88E-03,-2.84,-3.228372,-4.51E-01,REC8,REC8 meiotic recombination protein,9985
218372_at,3.09E-02,6.89E-03,2.84,-3.228665,1.72E-01,MED9,mediator complex subunit 9,55090
217808_s_at,3.09E-02,6.89E-03,2.84,-3.228905,4.34E-01,MAPKAP1,mitogen-activated protein kinase associated protein 1,79109
207090_x_at,3.09E-02,6.90E-03,2.84,-3.230119,2.08E-01,ZFP30,ZFP30 zinc finger protein,22835
215604_x_at,3.09E-02,6.90E-03,-2.84,-3.230389,-6.80E-01,,,
202331_at,3.10E-02,6.90E-03,2.84,-3.230906,3.80E-01,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide",593
213386_at,3.10E-02,6.91E-03,2.84,-3.232342,2.25E-01,TMEM246,transmembrane protein 246,84302
222120_at,3.10E-02,6.92E-03,2.84,-3.232709,2.87E-01,ZNF764,zinc finger protein 764,92595
200955_at,3.10E-02,6.92E-03,2.84,-3.233289,2.52E-01,IMMT,inner membrane mitochondrial protein,10989
212186_at,3.10E-02,6.92E-03,-2.84,-3.233382,-3.33E-01,ACACA,acetyl-CoA carboxylase alpha,31
214179_s_at,3.11E-02,6.93E-03,2.83,-3.234791,4.29E-01,NFE2L1,"nuclear factor, erythroid 2 like 1",4779
220099_s_at,3.11E-02,6.94E-03,2.83,-3.235251,3.29E-01,C7orf55-LUC7L2///LUC7L2,"C7orf55-LUC7L2 readthrough///LUC7 like 2, pre-mRNA splicing factor",100996928///51631
AFFX-TrpnX-M_at,3.11E-02,6.94E-03,-2.83,-3.235405,-4.08,,,
209157_at,3.11E-02,6.95E-03,2.83,-3.237158,2.28E-01,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,10294
204426_at,3.11E-02,6.96E-03,2.83,-3.237778,5.09E-01,TMED2,transmembrane p24 trafficking protein 2,10959
209768_s_at,3.12E-02,6.96E-03,-2.83,-3.238958,-1.57E-01,SEPT5-GP1BB,SEPT5-GP1BB readthrough,100526833
201746_at,3.12E-02,6.96E-03,-2.83,-3.238968,-3.87E-01,TP53,tumor protein p53,7157
202945_at,3.12E-02,6.97E-03,-2.83,-3.239344,-4.09E-01,FPGS,folylpolyglutamate synthase,2356
201423_s_at,3.12E-02,6.97E-03,2.83,-3.23937,3.27E-01,CUL4A,cullin 4A,8451
202274_at,3.12E-02,6.98E-03,2.83,-3.240635,6.59E-01,ACTG2,"actin, gamma 2, smooth muscle, enteric",72
214898_x_at,3.12E-02,6.98E-03,-2.83,-3.240725,-2.99E-01,MUC3B,"mucin 3B, cell surface associated",57876
212761_at,3.12E-02,6.98E-03,2.83,-3.240829,5.39E-01,TCF7L2,transcription factor 7 like 2,6934
209023_s_at,3.12E-02,6.98E-03,2.83,-3.241017,4.74E-01,STAG2,stromal antigen 2,10735
217789_at,3.12E-02,6.98E-03,2.83,-3.241298,3.54E-01,SNX6,sorting nexin 6,58533
217371_s_at,3.12E-02,6.98E-03,2.83,-3.241304,3.90E-01,IL15,interleukin 15,3600
220457_at,3.12E-02,6.99E-03,-2.83,-3.242089,-1.47E-01,SAMD4B,sterile alpha motif domain containing 4B,55095
213300_at,3.12E-02,6.99E-03,-2.83,-3.242296,-3.11E-01,ATG2A,autophagy related 2A,23130
214711_at,3.12E-02,6.99E-03,-2.83,-3.242364,-2.55E-01,GATC,glutamyl-tRNA amidotransferase subunit C,283459
212642_s_at,3.12E-02,6.99E-03,2.83,-3.242472,3.38E-01,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2,3097
201523_x_at,3.12E-02,7.00E-03,2.83,-3.243869,4.87E-01,UBE2N,ubiquitin conjugating enzyme E2 N,7334
211376_s_at,3.13E-02,7.01E-03,2.83,-3.244783,3.82E-01,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component",54780
222052_at,3.13E-02,7.01E-03,2.83,-3.244953,2.75E-01,C19orf54,chromosome 19 open reading frame 54,284325
AFFX-PheX-5_at,3.13E-02,7.01E-03,-2.83,-3.245346,-3.8,,,
214170_x_at,3.13E-02,7.03E-03,2.83,-3.247019,3.74E-01,FH,fumarate hydratase,2271
219441_s_at,3.13E-02,7.03E-03,-2.83,-3.247354,-3.02E-01,LRRK1,leucine rich repeat kinase 1,79705
212773_s_at,3.13E-02,7.03E-03,2.83,-3.24761,3.36E-01,TOMM20,translocase of outer mitochondrial membrane 20,9804
207040_s_at,3.14E-02,7.05E-03,2.83,-3.25083,4.21E-01,ST13,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),6767
212688_at,3.15E-02,7.07E-03,2.83,-3.253105,4.34E-01,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",5291
221526_x_at,3.15E-02,7.08E-03,-2.83,-3.254174,-3.66E-01,PARD3,par-3 family cell polarity regulator,56288
218100_s_at,3.16E-02,7.09E-03,2.83,-3.254942,4.97E-01,IFT57,intraflagellar transport 57,55081
211994_at,3.16E-02,7.09E-03,-2.83,-3.255687,-2.11E-01,WNK1,WNK lysine deficient protein kinase 1,65125
200778_s_at,3.16E-02,7.10E-03,2.83,-3.257122,4.77E-01,Sep-02,septin 2,4735
AFFX-DapX-M_at,3.17E-02,7.11E-03,-2.82,-3.258384,-3.22,,,
206572_x_at,3.17E-02,7.11E-03,2.82,-3.25847,3.00E-01,ZNF85,zinc finger protein 85,7639
202264_s_at,3.17E-02,7.14E-03,-2.82,-3.261301,-3.28E-01,TOMM40,translocase of outer mitochondrial membrane 40,10452
213648_at,3.18E-02,7.14E-03,2.82,-3.261798,1.92E-01,EXOSC7,exosome component 7,23016
208690_s_at,3.18E-02,7.15E-03,-2.82,-3.262655,-5.40E-01,PDLIM1,PDZ and LIM domain 1,9124
34031_i_at,3.18E-02,7.15E-03,2.82,-3.262685,4.52E-01,KRIT1,"KRIT1, ankyrin repeat containing",889
215126_at,3.18E-02,7.15E-03,-2.82,-3.26327,-6.86E-01,LINC01314,long intergenic non-protein coding RNA 1314,100996492
205426_s_at,3.18E-02,7.15E-03,-2.82,-3.263323,-5.88E-01,HIP1,huntingtin interacting protein 1,3092
201699_at,3.18E-02,7.15E-03,2.82,-3.263496,3.23E-01,PSMC6,"proteasome 26S subunit, ATPase 6",5706
209159_s_at,3.18E-02,7.16E-03,2.82,-3.264647,1.68E-01,NDRG4,NDRG family member 4,65009
212228_s_at,3.19E-02,7.18E-03,2.82,-3.266647,3.94E-01,COQ9,coenzyme Q9,57017
204807_at,3.19E-02,7.19E-03,2.82,-3.268208,5.06E-01,TMEM5,transmembrane protein 5,10329
213675_at,3.20E-02,7.20E-03,2.82,-3.269955,3.76E-01,PARVA,parvin alpha,55742
208714_at,3.20E-02,7.21E-03,2.82,-3.270421,3.98E-01,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,4723
211941_s_at,3.20E-02,7.21E-03,2.82,-3.27094,5.23E-01,PEBP1,phosphatidylethanolamine binding protein 1,5037
213384_x_at,3.21E-02,7.22E-03,-2.82,-3.272625,-1.52E-01,PLCB3,phospholipase C beta 3,5331
202978_s_at,3.21E-02,7.23E-03,2.82,-3.273172,2.85E-01,CREBZF,CREB/ATF bZIP transcription factor,58487
217840_at,3.21E-02,7.23E-03,2.82,-3.273476,3.26E-01,DDX41,DEAD-box helicase 41,51428
205932_s_at,3.21E-02,7.24E-03,2.82,-3.274551,3.65E-01,MSX1,msh homeobox 1,4487
201704_at,3.21E-02,7.24E-03,2.82,-3.275223,2.32E-01,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative),955
207856_s_at,3.22E-02,7.26E-03,2.82,-3.276956,3.09E-01,LOC150776///SMPD4,"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene///sphingomyelin phosphodiesterase 4",150776///55627
218748_s_at,3.22E-02,7.26E-03,2.82,-3.277745,5.20E-01,EXOC5,exocyst complex component 5,10640
212708_at,3.22E-02,7.27E-03,-2.82,-3.278237,-4.57E-01,MSL1,male specific lethal 1 homolog,339287
209268_at,3.23E-02,7.28E-03,2.82,-3.279864,4.09E-01,VPS45,vacuolar protein sorting 45 homolog,11311
209941_at,3.23E-02,7.28E-03,2.82,-3.280056,2.99E-01,RIPK1,receptor interacting serine/threonine kinase 1,8737
202462_s_at,3.23E-02,7.30E-03,2.81,-3.282646,2.82E-01,DDX46,DEAD-box helicase 46,9879
222014_x_at,3.24E-02,7.32E-03,2.81,-3.284378,3.58E-01,MTO1,mitochondrial tRNA translation optimization 1,25821
204443_at,3.24E-02,7.32E-03,-2.81,-3.285082,-4.07E-01,ARSA,arylsulfatase A,410
209967_s_at,3.24E-02,7.32E-03,2.81,-3.285143,6.61E-01,CREM,cAMP responsive element modulator,1390
217820_s_at,3.24E-02,7.33E-03,-2.81,-3.285786,-5.56E-01,ENAH,enabled homolog (Drosophila),55740
215318_at,3.25E-02,7.34E-03,-2.81,-3.28752,-7.83E-01,MINOS1P1,mitochondrial inner membrane organizing system 1 pseudogene 1,100462953
219646_at,3.26E-02,7.36E-03,-2.81,-3.289759,-3.32E-01,DEF8,differentially expressed in FDCP 8 homolog,54849
201440_at,3.26E-02,7.37E-03,2.81,-3.29068,3.07E-01,DDX23,DEAD-box helicase 23,9416
204168_at,3.26E-02,7.37E-03,2.81,-3.291523,2.56E-01,MGST2,microsomal glutathione S-transferase 2,4258
200077_s_at,3.26E-02,7.38E-03,2.81,-3.292738,2.91E-01,OAZ1,ornithine decarboxylase antizyme 1,4946
202597_at,3.27E-02,7.41E-03,2.81,-3.296013,4.28E-01,IRF6,interferon regulatory factor 6,3664
201278_at,3.27E-02,7.41E-03,2.81,-3.296054,7.22E-01,LOC101926921///DAB2,"uncharacterized LOC101926921///DAB2, clathrin adaptor protein",101926921///1601
222252_x_at,3.28E-02,7.42E-03,-2.81,-3.296596,-3.10E-01,UBQLN4,ubiquilin 4,56893
201110_s_at,3.28E-02,7.42E-03,-2.81,-3.297558,-1.31,THBS1,thrombospondin 1,7057
219599_at,3.28E-02,7.43E-03,2.81,-3.298983,6.88E-01,EIF4B,eukaryotic translation initiation factor 4B,1975
208189_s_at,3.29E-02,7.45E-03,-2.81,-3.301338,-3.39E-01,MYO7A,myosin VIIA,4647
201733_at,3.29E-02,7.46E-03,2.81,-3.301789,2.45E-01,CLCN3,chloride voltage-gated channel 3,1182
217915_s_at,3.29E-02,7.46E-03,2.81,-3.302679,3.40E-01,RSL24D1,ribosomal L24 domain containing 1,51187
205369_x_at,3.29E-02,7.46E-03,2.81,-3.302717,3.07E-01,DBT,dihydrolipoamide branched chain transacylase E2,1629
217864_s_at,3.30E-02,7.47E-03,2.81,-3.303796,2.61E-01,PIAS1,protein inhibitor of activated STAT 1,8554
218778_x_at,3.30E-02,7.48E-03,-2.81,-3.304704,-1.90E-01,EPS8L1,EPS8 like 1,54869
214113_s_at,3.30E-02,7.49E-03,2.8,-3.306193,4.89E-01,RBM8A,RNA binding motif protein 8A,9939
214513_s_at,3.31E-02,7.50E-03,2.8,-3.306682,4.36E-01,CREB1,cAMP responsive element binding protein 1,1385
220936_s_at,3.31E-02,7.51E-03,2.8,-3.30816,2.04E-01,H2AFJ,H2A histone family member J,55766
200717_x_at,3.31E-02,7.51E-03,2.8,-3.308399,3.89E-01,RPL7,ribosomal protein L7,6129
209455_at,3.31E-02,7.52E-03,2.8,-3.309213,3.26E-01,FBXW11,F-box and WD repeat domain containing 11,23291
201315_x_at,3.32E-02,7.53E-03,2.8,-3.311156,5.75E-01,IFITM2,interferon induced transmembrane protein 2,10581
216888_at,3.32E-02,7.54E-03,-2.8,-3.312144,-2.14E-01,LDB3,LIM domain binding 3,11155
216114_at,3.32E-02,7.54E-03,-2.8,-3.312184,-1.78E-01,NCKIPSD,NCK interacting protein with SH3 domain,51517
203401_at,3.33E-02,7.57E-03,2.8,-3.315306,3.48E-01,PRPS2,phosphoribosyl pyrophosphate synthetase 2,5634
204267_x_at,3.34E-02,7.59E-03,-2.8,-3.318415,-2.20E-01,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",9088
202357_s_at,3.34E-02,7.60E-03,-2.8,-3.31895,-1.67,CFB,complement factor B,629
208773_s_at,3.34E-02,7.60E-03,2.8,-3.31943,2.92E-01,ANKHD1-EIF4EBP3///ANKHD1,ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1,404734///54882
213370_s_at,3.34E-02,7.60E-03,2.8,-3.31954,3.74E-01,SFMBT1,Scm-like with four mbt domains 1,51460
208708_x_at,3.35E-02,7.61E-03,2.8,-3.320007,3.81E-01,EIF5,eukaryotic translation initiation factor 5,1983
218792_s_at,3.35E-02,7.61E-03,2.8,-3.320745,5.47E-01,BSPRY,B-box and SPRY domain containing,54836
202984_s_at,3.35E-02,7.62E-03,2.8,-3.321577,4.77E-01,BAG5,BCL2 associated athanogene 5,9529
203272_s_at,3.36E-02,7.63E-03,2.8,-3.323271,4.34E-01,TUSC2,tumor suppressor candidate 2,11334
220985_s_at,3.36E-02,7.65E-03,2.8,-3.324797,4.02E-01,RNF170,ring finger protein 170,81790
219713_at,3.36E-02,7.65E-03,-2.8,-3.325481,-1.09E-01,SHPK,sedoheptulokinase,23729
201288_at,3.36E-02,7.66E-03,-2.8,-3.326118,-4.64E-01,ARHGDIB,Rho GDP dissociation inhibitor beta,397
209681_at,3.36E-02,7.66E-03,2.8,-3.326364,7.36E-01,SLC19A2,solute carrier family 19 member 2,10560
218016_s_at,3.37E-02,7.68E-03,2.8,-3.329215,2.57E-01,LOC101060521///POLR3E,DNA-directed RNA polymerase III subunit RPC5///RNA polymerase III subunit E,101060521///55718
1438_at,3.37E-02,7.68E-03,-2.8,-3.329343,-3.16E-01,EPHB3,EPH receptor B3,2049
205015_s_at,3.38E-02,7.69E-03,-2.8,-3.330047,-2.07E-01,TGFA,transforming growth factor alpha,7039
212989_at,3.38E-02,7.69E-03,-2.79,-3.330469,-5.26E-01,SGMS1,sphingomyelin synthase 1,259230
205992_s_at,3.38E-02,7.70E-03,2.79,-3.330925,6.76E-01,IL15,interleukin 15,3600
205406_s_at,3.38E-02,7.70E-03,2.79,-3.331464,5.22E-01,SPA17,sperm autoantigenic protein 17,53340
202173_s_at,3.38E-02,7.71E-03,2.79,-3.331941,5.34E-01,VEZF1,vascular endothelial zinc finger 1,7716
202341_s_at,3.38E-02,7.72E-03,2.79,-3.33305,5.47E-01,TRIM2,tripartite motif containing 2,23321
202358_s_at,3.38E-02,7.72E-03,2.79,-3.333416,3.28E-01,SNX19,sorting nexin 19,399979
204967_at,3.39E-02,7.72E-03,-2.79,-3.333869,-3.50E-01,SHROOM2,shroom family member 2,357
204471_at,3.39E-02,7.72E-03,-2.79,-3.333963,-9.61E-01,GAP43,growth associated protein 43,2596
204189_at,3.39E-02,7.73E-03,-2.79,-3.334467,-2.53E-01,RARG,retinoic acid receptor gamma,5916
221737_at,3.39E-02,7.73E-03,2.79,-3.334655,3.59E-01,GNA12,G protein subunit alpha 12,2768
201016_at,3.39E-02,7.73E-03,2.79,-3.334917,4.34E-01,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",1964
205384_at,3.39E-02,7.75E-03,2.79,-3.336878,8.84E-01,FXYD1,FXYD domain containing ion transport regulator 1,5348
202090_s_at,3.39E-02,7.75E-03,2.79,-3.337268,3.54E-01,UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI",10975
218721_s_at,3.39E-02,7.75E-03,2.79,-3.337338,2.72E-01,C1orf27,chromosome 1 open reading frame 27,54953
32088_at,3.39E-02,7.75E-03,2.79,-3.337723,2.14E-01,BLZF1,basic leucine zipper nuclear factor 1,8548
216729_at,3.39E-02,7.76E-03,-2.79,-3.337925,-1.90E-01,,,
212703_at,3.39E-02,7.76E-03,2.79,-3.33855,3.32E-01,TLN2,talin 2,83660
205779_at,3.39E-02,7.76E-03,2.79,-3.338577,6.99E-01,RAMP2,receptor activity modifying protein 2,10266
209404_s_at,3.39E-02,7.76E-03,2.79,-3.338585,3.59E-01,TMED7-TICAM2///TMED7,TMED7-TICAM2 readthrough///transmembrane p24 trafficking protein 7,100302736///51014
217817_at,3.39E-02,7.76E-03,-2.79,-3.338701,-3.68E-01,ARPC4,actin related protein 2/3 complex subunit 4,10093
218255_s_at,3.40E-02,7.77E-03,-2.79,-3.340091,-4.77E-01,FBRS,fibrosin,64319
200840_at,3.40E-02,7.78E-03,2.79,-3.340167,3.49E-01,KARS,lysyl-tRNA synthetase,3735
210387_at,3.40E-02,7.79E-03,-2.79,-3.341652,-1.05,HIST1H2BJ///HIST1H2BG,"histone cluster 1, H2bj///histone cluster 1, H2bg",8970///8339
205301_s_at,3.40E-02,7.79E-03,-2.79,-3.341688,-3.02E-01,OGG1,8-oxoguanine DNA glycosylase,4968
211505_s_at,3.41E-02,7.81E-03,2.79,-3.343867,3.41E-01,STAU1,staufen double-stranded RNA binding protein 1,6780
216849_at,3.41E-02,7.81E-03,-2.79,-3.344348,-3.93E-01,,,
215383_x_at,3.42E-02,7.82E-03,-2.79,-3.345485,-3.89E-01,SPG21,"spastic paraplegia 21 (autosomal recessive, Mast syndrome)",51324
208630_at,3.43E-02,7.85E-03,2.79,-3.348594,1.73E-01,HADHA,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",3030
37433_at,3.43E-02,7.85E-03,2.79,-3.349195,5.85E-02,PIAS2,protein inhibitor of activated STAT 2,9063
212172_at,3.44E-02,7.87E-03,-2.79,-3.351684,-1.80E-01,AK2,adenylate kinase 2,204
206213_at,3.44E-02,7.87E-03,-2.79,-3.351733,-4.30E-01,WNT10B,Wnt family member 10B,7480
208795_s_at,3.44E-02,7.88E-03,-2.79,-3.352167,-4.07E-01,MCM7,minichromosome maintenance complex component 7,4176
203114_at,3.44E-02,7.88E-03,2.79,-3.352421,2.48E-01,SSSCA1,Sjogren syndrome/scleroderma autoantigen 1,10534
216532_x_at,3.44E-02,7.89E-03,-2.79,-3.353206,-2.13E-01,,,
217911_s_at,3.44E-02,7.89E-03,-2.79,-3.353406,-7.07E-01,BAG3,BCL2 associated athanogene 3,9531
206656_s_at,3.44E-02,7.89E-03,2.79,-3.353703,3.81E-01,APMAP,adipocyte plasma membrane associated protein,57136
212507_at,3.44E-02,7.89E-03,-2.79,-3.353723,-2.79E-01,TMEM131,transmembrane protein 131,23505
210472_at,3.44E-02,7.89E-03,2.79,-3.353967,3.78E-01,MT1G,metallothionein 1G,4495
219100_at,3.44E-02,7.90E-03,-2.78,-3.354699,-5.08E-01,OBFC1,oligonucleotide/oligosaccharide binding fold containing 1,79991
207713_s_at,3.44E-02,7.90E-03,-2.78,-3.354703,-3.19E-01,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1,10616
207727_s_at,3.44E-02,7.90E-03,2.78,-3.354786,2.58E-01,MUTYH,mutY DNA glycosylase,4595
218910_at,3.44E-02,7.90E-03,2.78,-3.354855,6.05E-01,ANO10,anoctamin 10,55129
214964_at,3.44E-02,7.90E-03,-2.78,-3.354967,-4.62E-01,,,
203078_at,3.44E-02,7.91E-03,2.78,-3.355994,7.79E-02,CUL2,cullin 2,8453
213558_at,3.45E-02,7.92E-03,2.78,-3.357187,5.66E-01,PCLO,piccolo presynaptic cytomatrix protein,27445
205805_s_at,3.45E-02,7.93E-03,-2.78,-3.357871,-4.19E-01,ROR1,receptor tyrosine kinase like orphan receptor 1,4919
219763_at,3.45E-02,7.94E-03,-2.78,-3.358922,-4.86E-01,DENND1A,DENN domain containing 1A,57706
203447_at,3.46E-02,7.96E-03,2.78,-3.36207,3.86E-01,PSMD5,"proteasome 26S subunit, non-ATPase 5",5711
214323_s_at,3.46E-02,7.97E-03,2.78,-3.362663,5.43E-01,UPF3A,UPF3 regulator of nonsense transcripts homolog A (yeast),65110
202791_s_at,3.47E-02,7.98E-03,-2.78,-3.364505,-2.30E-01,PPP6R2,protein phosphatase 6 regulatory subunit 2,9701
210692_s_at,3.47E-02,7.99E-03,2.78,-3.364824,1.02,SLC43A3,solute carrier family 43 member 3,29015
203009_at,3.47E-02,7.99E-03,2.78,-3.364853,6.38E-01,BCAM,basal cell adhesion molecule (Lutheran blood group),4059
222258_s_at,3.48E-02,8.01E-03,2.78,-3.367668,4.85E-01,SH3BP4,SH3 domain binding protein 4,23677
206031_s_at,3.49E-02,8.03E-03,-2.78,-3.369448,-3.26E-01,USP5,ubiquitin specific peptidase 5,8078
212952_at,3.49E-02,8.04E-03,2.78,-3.370406,6.16E-01,,,
221795_at,3.49E-02,8.04E-03,2.78,-3.371076,8.28E-01,NTRK2,neurotrophic receptor tyrosine kinase 2,4915
200936_at,3.49E-02,8.05E-03,2.78,-3.371831,3.32E-01,RPL8,ribosomal protein L8,6132
208970_s_at,3.49E-02,8.05E-03,2.78,-3.372,2.92E-01,UROD,uroporphyrinogen decarboxylase,7389
206086_x_at,3.50E-02,8.06E-03,-2.78,-3.373656,-1.50E-01,HFE,hemochromatosis,3077
209298_s_at,3.50E-02,8.07E-03,2.78,-3.37461,3.38E-01,ITSN1,intersectin 1,6453
214364_at,3.50E-02,8.08E-03,2.78,-3.375311,2.72E-01,MTERF4,mitochondrial transcription termination factor 4,130916
203561_at,3.51E-02,8.09E-03,-2.78,-3.376168,-7.83E-01,FCGR2A,Fc fragment of IgG receptor IIa,2212
202223_at,3.51E-02,8.09E-03,2.78,-3.377095,4.56E-01,STT3A,"STT3A, catalytic subunit of the oligosaccharyltransferase complex",3703
206263_at,3.51E-02,8.10E-03,2.78,-3.377576,2.84E-01,FMO4,flavin containing monooxygenase 4,2329
201989_s_at,3.51E-02,8.10E-03,2.78,-3.377681,3.30E-01,CREBL2,cAMP responsive element binding protein like 2,1389
205422_s_at,3.51E-02,8.11E-03,-2.77,-3.378233,-1.12,ITGBL1,integrin subunit beta like 1,9358
200915_x_at,3.52E-02,8.12E-03,2.77,-3.380064,4.05E-01,KTN1,kinectin 1,3895
201151_s_at,3.52E-02,8.13E-03,2.77,-3.380966,8.15E-01,MBNL1,muscleblind like splicing regulator 1,4154
220071_x_at,3.52E-02,8.13E-03,-2.77,-3.381309,-5.31E-01,HAUS2,HAUS augmin like complex subunit 2,55142
204027_s_at,3.53E-02,8.15E-03,2.77,-3.383681,4.50E-01,METTL1,methyltransferase like 1,4234
203707_at,3.53E-02,8.16E-03,2.77,-3.384105,3.81E-01,LINC00921///ZNF263,long intergenic non-protein coding RNA 921///zinc finger protein 263,283876///10127
221792_at,3.53E-02,8.16E-03,2.77,-3.38455,3.34E-01,RAB6B,"RAB6B, member RAS oncogene family",51560
49485_at,3.53E-02,8.17E-03,2.77,-3.38508,2.43E-01,PRDM4,PR/SET domain 4,11108
217926_at,3.54E-02,8.17E-03,-2.77,-3.386057,-2.96E-01,C19orf53,chromosome 19 open reading frame 53,28974
201424_s_at,3.54E-02,8.18E-03,2.77,-3.386531,2.06E-01,CUL4A,cullin 4A,8451
215143_at,3.54E-02,8.19E-03,2.77,-3.387471,4.42E-01,DPY19L2P2,DPY19L2 pseudogene 2,349152
218373_at,3.54E-02,8.19E-03,2.77,-3.387644,2.26E-01,AKTIP,AKT interacting protein,64400
214714_at,3.55E-02,8.21E-03,2.77,-3.390521,2.47E-01,ZNF394,zinc finger protein 394,84124
212567_s_at,3.56E-02,8.23E-03,-2.77,-3.392101,-3.89E-01,MAP4,microtubule associated protein 4,4134
219284_at,3.56E-02,8.24E-03,2.77,-3.393731,5.52E-01,HSPBAP1,HSPB1 associated protein 1,79663
201687_s_at,3.56E-02,8.24E-03,2.77,-3.393759,2.45E-01,API5,apoptosis inhibitor 5,8539
AFFX-r2-Bs-dap-3_at,3.56E-02,8.25E-03,-2.77,-3.39429,-3.3,,,
212517_at,3.56E-02,8.25E-03,2.77,-3.39438,4.09E-01,ATRN,attractin,8455
221791_s_at,3.56E-02,8.25E-03,2.77,-3.394499,3.78E-01,TMA7,translation machinery associated 7 homolog,51372
200052_s_at,3.56E-02,8.25E-03,2.77,-3.394989,2.70E-01,ILF2,interleukin enhancer binding factor 2,3608
81737_at,3.57E-02,8.27E-03,-2.77,-3.396406,-1.57E-01,LOC100505915,uncharacterized LOC100505915,100505915
212127_at,3.57E-02,8.27E-03,-2.77,-3.397023,-4.39E-01,RANGAP1,Ran GTPase activating protein 1,5905
213359_at,3.57E-02,8.28E-03,-2.77,-3.397771,-9.76E-01,HNRNPD,heterogeneous nuclear ribonucleoprotein D,3184
204500_s_at,3.58E-02,8.30E-03,2.77,-3.400457,3.24E-01,AGTPBP1,ATP/GTP binding protein 1,23287
220838_at,3.58E-02,8.30E-03,-2.77,-3.400505,-1.28E-01,EXD3,exonuclease 3'-5' domain containing 3,54932
218697_at,3.58E-02,8.30E-03,-2.77,-3.400556,-3.23E-01,NCKIPSD,NCK interacting protein with SH3 domain,51517
203582_s_at,3.58E-02,8.31E-03,2.77,-3.40159,4.76E-01,SPHAR///RAB4A,"S-phase response (cyclin related)///RAB4A, member RAS oncogene family",10638///5867
210046_s_at,3.59E-02,8.32E-03,-2.76,-3.40247,-6.28E-01,IDH2,"isocitrate dehydrogenase (NADP(+)) 2, mitochondrial",3418
218824_at,3.59E-02,8.33E-03,2.76,-3.403807,1.09,PNMAL1,paraneoplastic Ma antigen family like 1,55228
215167_at,3.59E-02,8.34E-03,-2.76,-3.404626,-2.49E-01,MED14,mediator complex subunit 14,9282
203429_s_at,3.60E-02,8.35E-03,2.76,-3.405226,4.21E-01,SUCO,SUN domain containing ossification factor,51430
204039_at,3.60E-02,8.35E-03,2.76,-3.405306,7.94E-01,CEBPA,CCAAT/enhancer binding protein alpha,1050
203321_s_at,3.60E-02,8.35E-03,2.76,-3.405864,3.23E-01,ADNP2,ADNP homeobox 2,22850
210949_s_at,3.60E-02,8.36E-03,-2.76,-3.406348,-3.62E-01,EIF3CL///EIF3C,eukaryotic translation initiation factor 3 subunit C-like///eukaryotic translation initiation factor 3 subunit C,728689///8663
212145_at,3.60E-02,8.36E-03,2.76,-3.406557,3.91E-01,MRPS27,mitochondrial ribosomal protein S27,23107
209486_at,3.60E-02,8.36E-03,2.76,-3.406656,3.21E-01,UTP3,"UTP3, small subunit processome component homolog (S. cerevisiae)",57050
200032_s_at,3.60E-02,8.37E-03,2.76,-3.407198,2.04E-01,RPL9,ribosomal protein L9,6133
221063_x_at,3.60E-02,8.37E-03,-2.76,-3.407686,-1.41E-01,RNF123,ring finger protein 123,63891
219333_s_at,3.61E-02,8.39E-03,-2.76,-3.409991,-1.77E-01,CAPN10,calpain 10,11132
218677_at,3.62E-02,8.41E-03,-2.76,-3.412077,-5.81E-01,S100A14,S100 calcium binding protein A14,57402
206551_x_at,3.62E-02,8.41E-03,-2.76,-3.412577,-5.33E-01,KLHL24,kelch like family member 24,54800
204100_at,3.62E-02,8.42E-03,2.76,-3.413404,3.21E-01,THRA,"thyroid hormone receptor, alpha",7067
209497_s_at,3.63E-02,8.44E-03,2.76,-3.415499,3.15E-01,RBM4B,RNA binding motif protein 4B,83759
